"","idx","positive","negative","sentiment","covid","DateTime","Text"
"370",370,2,0,2,FALSE,"2020-03-11 14:08:11+00:00","Thank you Gavin. Team is doing a great job!"
"371",371,2,0,2,FALSE,"2020-03-11 05:32:35+00:00","THANK YOU IDAHO! #KAG2020"
"372",372,1,8,-7,FALSE,"2020-03-11 04:55:59+00:00","Pocahontas, working in conjunction with the Democrat Party, totally destroyed the campaign of Bernie Sanders. If she would have quit 3 days earlier, Sanders would have beaten Biden in a route, it wouldn’t even have been close. They also got two other losers to support Sleepy Joe!"
"373",373,2,0,2,FALSE,"2020-03-11 03:28:10+00:00","THANK YOU WASHINGTON! #KAG2020"
"374",374,2,0,2,FALSE,"2020-03-11 03:27:42+00:00","THANK YOU NORTH DAKOTA! #KAG2020"
"375",375,7,2,5,FALSE,"2020-03-11 01:54:14+00:00","....(which is under siege), is strong on Crime and the Border, and truly LOVES our Military and our Vets. He will be a great Senator for the people of Alabama. Coach Tommy Tuberville, a winner, has my Complete and Total Endorsement. I love Alabama!"
"376",376,5,0,5,FALSE,"2020-03-11 01:54:13+00:00","Tommy Tuberville (@TTuberville) is running for the U.S. Senate from the Great State of Alabama. Tommy was a terrific head football coach at Auburn University. He is a REAL LEADER who will never let MAGA/KAG, or our Country, down! Tommy will protect your Second Amendment...."
"377",377,2,0,2,FALSE,"2020-03-11 01:07:05+00:00","THANK YOU MICHIGAN! #KAG2020"
"378",378,2,0,2,FALSE,"2020-03-11 00:55:26+00:00","THANK YOU MISSOURI! #KAG2020"
"379",379,2,0,2,FALSE,"2020-03-11 00:52:39+00:00","THANK YOU MISSISSIPPI! #KAG2020"
"380",380,6,1,5,FALSE,"2020-03-10 21:59:35+00:00","Best unemployment numbers in the history of our Country. Best employment number EVER, almost 160 million people working right now. Vote Republican, unless you want to see these numbers obliterated!"
"381",381,2,1,1,FALSE,"2020-03-10 21:31:54+00:00","If you like automobiles, how can you vote for a Democrat who all want to get rid of cars, as quickly as possible, especially if they are powered by gasoline. Remember also, no more than one car per family. I, on the other hand, have new plants being built all over Michigan, Plus!"
"382",382,1,0,1,FALSE,"2020-03-10 18:41:08+00:00","Great meeting on Capitol Hill with the @SenateGOP!"
"383",383,1,0,1,FALSE,"2020-03-10 16:44:33+00:00","Thank you @SenateGOP!"
"384",384,3,0,3,FALSE,"2020-03-10 14:48:18+00:00","Ronald Reagan’s great economist, the recipient of the Presidential Medal of Freedom, has just said great things about a Payroll Tax Cut!"
"385",385,2,2,0,TRUE,"2020-03-10 14:44:11+00:00","Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!"
"386",386,1,3,-2,FALSE,"2020-03-10 14:42:24+00:00","Nancy Pelosi just said, “I don’t know if we can be ready this week.” In other words, it’s off to vacation for the Do Nothing Democrats. That’s been the story with them for 1 1/2 years!"
"387",387,0,6,-6,FALSE,"2020-03-10 14:28:57+00:00","There is another Russia, Russia, Russia meeting today. It is headed up by corrupt politician Adam “Shifty” Schiff, so I wouldn’t expect too much! @DHS_Wolf"
"388",388,1,0,1,TRUE,"2020-03-10 14:02:12+00:00","The Federal Reserve must be a leader, not a very late follower, which it has been!"
"389",389,4,2,2,TRUE,"2020-03-10 14:00:07+00:00","Our pathetic, slow moving Federal Reserve, headed by Jay Powell, who raised rates too fast and lowered too late, should get our Fed Rate down to the levels of our competitor nations. They now have as much as a two point advantage, with even bigger currency help. Also, stimulate!"
"390",390,3,0,3,FALSE,"2020-03-10 13:48:19+00:00","Well deserved Jack. A great honor!"
"391",391,1,0,1,FALSE,"2020-03-10 13:46:15+00:00","True, with number 1 being more important!"
"392",392,0,3,-3,FALSE,"2020-03-10 13:23:21+00:00","Going to be a BAD day for Crazy Bernie!"
"393",393,1,1,0,FALSE,"2020-03-10 11:36:36+00:00","Polls say they BOTH lose to “Trump”."
"394",394,4,2,2,FALSE,"2020-03-10 11:33:52+00:00","Wow! @foxandfriends blew away the competition of Morning Joke (which did very poorly) on MSDNC (Another Comcast sleaze production), and @CNN’s New Day, in the Morning Television Ratings. A total blowout, but that’s what you get when you treat “Trump” fairly!"
"395",395,1,1,0,FALSE,"2020-03-10 11:08:03+00:00","Going up fast. We need the Wall more than ever!"
"396",396,0,1,-1,FALSE,"2020-03-10 04:49:44+00:00","Fake News!!"
"397",397,2,0,2,FALSE,"2020-03-10 04:38:20+00:00","Oklahoma, Vote for your GREAT Senator Today. Nobody better than Jim!"
"398",398,6,0,6,FALSE,"2020-03-09 21:36:08+00:00","THANK YOU, Jim, for your incredible support of our #MAGA Agenda! You are a tremendous Senator for the people of the Great State of Oklahoma and you have my Complete and Total Endorsement!"
"399",399,8,0,8,FALSE,"2020-03-09 21:34:37+00:00","Congressman @StevenPalazzo is doing a fantastic job for the people of Mississippi. He strongly supports our #MAGA Agenda. Steven will continue to protect your #2A, & Support our INCREDIBLE Vets & Military. Steven has my Complete Endorsement. VOTE for Steven tomorrow, March 10th!"
"400",400,6,1,5,FALSE,"2020-03-09 21:29:35+00:00","Congressman Michael Guest (@GuestCongress) is an incredible fighter for the Great State of Mississippi. Michael is strong on Crime and the Border, he loves our Military and Vets. Michael has my Complete and Total Endorsement! Get out and Vote for Michael tomorrow, March 10th!"
"401",401,1,2,-1,TRUE,"2020-03-09 14:47:59+00:00","So last year 37,000 Americans died from the common Flu. It averages between 27,000 and 70,000 per year. Nothing is shut down, life & the economy go on. At this moment there are 546 confirmed cases of CoronaVirus, with 22 deaths. Think about that!"
"402",402,0,2,-2,FALSE,"2020-03-09 14:36:50+00:00","Saudi Arabia and Russia are arguing over the price and flow of oil. That, and the Fake News, is the reason for the market drop!"
"403",403,1,0,1,FALSE,"2020-03-09 14:36:49+00:00","Good for the consumer, gasoline prices coming down!"
"404",404,0,1,-1,FALSE,"2020-03-09 13:17:12+00:00","So much FAKE NEWS!"
"405",405,2,1,1,FALSE,"2020-03-09 13:16:05+00:00","The BEST decision made was the toughest of them all - which saved many lives. Our VERY early decision to stop travel to and from certain parts of the world!"
"406",406,2,1,1,TRUE,"2020-03-09 13:11:47+00:00","Great job being done by the @VP and the CoronaVirus Task Force. Thank you!"
"407",407,2,2,0,FALSE,"2020-03-09 11:40:56+00:00","The Obama/Biden Administration is the most corrupt Administration in the history of our Country!"
"408",408,4,4,0,FALSE,"2020-03-09 11:39:35+00:00","“Trump has outmastered the Deep State. He’s light years ahead of us.” MSDNC. I disagree. We have a long way to go. There are still some very bad, sick people in our government - people who do not love our Country (In fact, they hate our Country!)."
"409",409,0,7,-7,FALSE,"2020-03-09 11:33:37+00:00","Now the Democrats are trying to smear Bernie with Russia, Russia, Russia. They are driving him Crazy!"
"410",410,2,5,-3,FALSE,"2020-03-09 11:30:18+00:00","Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his count on Super T. He lost states that he easily would have won if she had dropped out 3 days earlier. The DNC is doing it to Bernie again! Will he ever get angry?"
"411",411,1,4,-3,FALSE,"2020-03-09 11:24:52+00:00","Cryin’ Chuck Schumer said, “You will pay the price for this. You won’t know what HIT YOU.” That is far beyond simple rhetoric. That is a physical threat, or at least a threat that you better vote for us.” Trouble ahead!"
"412",412,0,6,-6,TRUE,"2020-03-09 11:20:43+00:00","The Fake News Media and their partner, the Democrat Party, is doing everything within its semi-considerable power (it used to be greater!) to inflame the CoronaVirus situation, far beyond what the facts would warrant. Surgeon General, “The risk is low to the average American.”"
"413",413,2,0,2,FALSE,"2020-03-09 11:10:47+00:00","A great book, support Charlie, BUY IT! Already Number One."
"414",414,0,1,-1,FALSE,"2020-03-09 10:17:11+00:00","Working hard Lori!"
"415",415,1,0,1,FALSE,"2020-03-09 05:25:11+00:00","There are no mixed messages, only political weaponization by people like you and your brother, Fredo!"
"416",416,1,0,1,FALSE,"2020-03-08 22:18:35+00:00","Who knows what this means, but it sounds good to me!"
"417",417,0,5,-5,FALSE,"2020-03-08 16:23:39+00:00","The New York Times is an embarrassment to journalism. They were a dead paper before I went into politics, and they will be a dead paper after I leave, which will be in 5 years. Fake News is the Enemy of the people!"
"418",418,4,6,-2,TRUE,"2020-03-08 12:45:45+00:00","We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY early to close borders to certain areas, which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad!"
"419",419,1,0,1,FALSE,"2020-03-08 05:24:08+00:00","Thank you @SenatorTimScott!"
"420",420,2,5,-3,FALSE,"2020-03-08 04:42:08+00:00",".....least 5 States & the Nomination. Did the DNC & Dems tell Elizabeth Warren to wait? If so, they were deadly, the race would have been over, & Bernie would have won. Dirty double dealing? Nobody knows for sure, & history will be the judge. But I say, here we go AGAIN, Bernie!"
"421",421,1,6,-5,FALSE,"2020-03-08 04:42:07+00:00","We have now learned for sure that the Democrats don’t want anything to do with Crazy Bernie. Rigged? First @amyklobuchar & @PeteButtigieg quit the race & come out for Sleepy Joe BEFORE Super Tuesday. Pocahontas says NO & quits race AFTER ELECTION, thereby depriving Bernie of at.."
"422",422,0,1,-1,FALSE,"2020-03-08 03:56:39+00:00","I agree with Joe!"
"423",423,2,0,2,FALSE,"2020-03-08 03:47:31+00:00","Thank you to the Great State of Tennessee. We are with you all the way!"
"424",424,2,0,2,FALSE,"2020-03-07 03:45:41+00:00","Thank you @GovBillLee and @MariaLeeTN. My Administration will always be there for the Great People of Tennessee. Together, we will prevail! https://twitter.com/MariaLeeTN/status/1236052152398876672"
"425",425,3,0,3,FALSE,"2020-03-07 01:08:20+00:00","....I want to thank Acting Chief Mick Mulvaney for having served the Administration so well. He will become the United States Special Envoy for Northern Ireland. Thank you!"
"426",426,3,0,3,FALSE,"2020-03-07 01:08:19+00:00","I am pleased to announce that Congressman Mark Meadows will become White House Chief of Staff. I have long known and worked with Mark, and the relationship is a very good one...."
"427",427,2,0,2,FALSE,"2020-03-07 00:19:02+00:00","Congratulations to @FoxNews!"
"428",428,0,0,0,FALSE,"2020-03-06 21:21:27+00:00",""
"429",429,1,0,1,FALSE,"2020-03-06 21:18:54+00:00","Thank you @GovBillLee. We are a phone call away, and here for you!"
"430",430,1,0,1,FALSE,"2020-03-06 20:59:00+00:00","My Administration is with you all of the way, Tennessee. We love you!"
"431",431,0,1,-1,TRUE,"2020-03-06 15:47:58+00:00","Spoke to Governor @GavinNewsom early this morning about the cruise ship quarantined off the California Coast. CoronaVirus test kits have been delivered, testing is taking place now."
"432",432,3,2,1,TRUE,"2020-03-06 15:38:06+00:00","It is FAKE NEWS that @HHSGov @SecAzar is “sidelined” from the great job he is doing on the CoronaVirus Task Force. He has the total confidence of the @VP and myself, and is doing a fantastic job, as the numbers would indicate!"
"433",433,1,4,-3,FALSE,"2020-03-06 15:08:07+00:00","I will protect your Social Security and Medicare, just as I have for the past 3 years. Sleepy Joe Biden will destroy both in very short order, and he won’t even know he’s doing it!"
"434",434,0,0,0,FALSE,"2020-03-06 15:03:25+00:00"," https://twitter.com/SenateGOP/status/1235929951544672256"
"435",435,0,0,0,FALSE,"2020-03-06 14:21:18+00:00","JOBS, JOBS, JOBS!!!"
"436",436,1,0,1,FALSE,"2020-03-06 05:21:26+00:00","Thanks Linda, but they were really good last night!"
"437",437,1,0,1,FALSE,"2020-03-06 05:15:37+00:00","Thank you!"
"438",438,2,0,2,FALSE,"2020-03-06 03:49:40+00:00","My great honor!"
"439",439,1,0,1,FALSE,"2020-03-06 03:33:20+00:00","Thank you Audrey!"
"440",440,1,1,0,FALSE,"2020-03-06 03:27:23+00:00","The WALL is well under construction. So far we’re up to 129 miles, and by early next year we will have 500 miles completed!"
"441",441,4,0,4,TRUE,"2020-03-06 03:18:37+00:00","We have appointed 220 Federal Judges and two Supreme Court Justices. PROMISES MADE, PROMISES KEPT!"
"442",442,5,1,4,FALSE,"2020-03-06 03:15:23+00:00","Thank you David, a lifelong Democrat from Pennsylvania. We will continue MAKING AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!!!!"
"443",443,2,0,2,FALSE,"2020-03-06 02:05:17+00:00","Thank you Scranton, Pennsylvania. It was a great evening!"
"444",444,2,0,2,FALSE,"2020-03-06 01:59:14+00:00","Tonight’s Fox News Town Hall with @MarthaMacCallum and @BretBaier will rebroadcast at 11:00 P.M. Eastern on @FoxNews. Enjoy!"
"445",445,1,0,1,FALSE,"2020-03-05 20:38:22+00:00","Thank you Nan!"
"446",446,0,5,-5,TRUE,"2020-03-05 20:34:49+00:00","Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation. The April 2009-10 Swine Flu, where nearly 13,000 people died in the U.S., was poorly handled. Ask MSDNC & lightweight Washington failure @RonaldKlain, who the President was then?"
"447",447,1,1,0,TRUE,"2020-03-05 19:02:39+00:00","The Department of Education is NOT closing hundreds of schools in rural areas of our Country. This is just more Fake News. We are investing greatly in our schools, and always will!"
"448",448,1,2,-1,FALSE,"2020-03-05 18:28:49+00:00","Mini Mike, you’re easy! https://twitter.com/MikeBloomberg/status/1235232463045177344"
"449",449,0,2,-2,TRUE,"2020-03-05 16:34:21+00:00","With approximately 100,000 CoronaVirus cases worldwide, and 3,280 deaths, the United States, because of quick action on closing our borders, has, as of now, only 129 cases (40 Americans brought in) and 11 deaths. We are working very hard to keep these numbers as low as possible!"
"450",450,2,3,-1,FALSE,"2020-03-05 16:22:04+00:00","“Joe Biden represents the past. President Trump represents the future.” @LisaMarieBoothe @edhenry @FoxNews"
"451",451,0,4,-4,FALSE,"2020-03-05 16:10:49+00:00","Elizabeth “Pocahontas” Warren, who was going nowhere except into Mini Mike’s head, just dropped out of the Democrat Primary...THREE DAYS TOO LATE. She cost Crazy Bernie, at least, Massachusetts, Minnesota and Texas. Probably cost him the nomination! Came in third in Mass."
"452",452,2,5,-3,FALSE,"2020-03-05 16:02:43+00:00",".@GOPLeader Kevin McCarthy informed me that I was 20 for 20 on Tuesday with respect to my Endorsement of candidates. Sadly, I didn’t get that information from the Fake News Media. They don’t report those things, or the far more than Dems cumulative votes, despite no opposition!"
"453",453,4,4,0,TRUE,"2020-03-05 15:53:33+00:00","“I want to commend the President for how he has handled the CoronaVirus situation, especially his early decision to shut down access into our Country from China, despite strong opposition to that decision.” @SenTomCotton Thank you Tom!"
"454",454,2,1,1,FALSE,"2020-03-05 15:30:50+00:00","Schumer has brought great danger to the steps of the United States Supreme Court!"
"455",455,3,5,-2,TRUE,"2020-03-05 14:30:50+00:00","I NEVER said people that are feeling sick should go to work. This is just more Fake News and disinformation put out by the Democrats, in particular MSDNC. Comcast covers the CoronaVirus situation horribly, only looking to do harm to the incredible & successful effort being made!"
"456",456,3,0,3,TRUE,"2020-03-05 14:11:25+00:00","As per recent Federal Court ruling, the Federal Government will be withholding funds from Sanctuary Cities. They should change their status and go non-Sanctuary. Do not protect criminals!"
"457",457,0,0,0,FALSE,"2020-03-05 04:16:20+00:00",""
"458",458,0,0,0,FALSE,"2020-03-05 04:03:48+00:00",""
"459",459,1,0,1,FALSE,"2020-03-05 02:03:37+00:00","I will be interviewed by @seanhannity on @FoxNews at 9:10 P.M."
"460",460,1,0,1,FALSE,"2020-03-05 01:23:29+00:00","Retired Four Star General Jack Keane will receive the PRESIDENTIAL MEDAL OF FREEDOM next week!"
"461",461,2,3,-1,FALSE,"2020-03-05 01:03:06+00:00","There can be few things worse in a civilized, law abiding nation, than a United States Senator openly, and for all to see and hear, threatening the Supreme Court or its Justices. This is what Chuck Schumer just did. He must pay a severe price for this!"
"462",462,2,2,0,FALSE,"2020-03-05 00:21:01+00:00","This is a direct & dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this, he or she would be arrested, or impeached. Serious action MUST be taken NOW!"
"463",463,3,0,3,FALSE,"2020-03-04 23:49:47+00:00","Thank you, keep up the great work!"
"464",464,4,2,2,TRUE,"2020-03-04 23:46:50+00:00","Congress has agreed to provide 8 Billion to fight Coronavirus! This means @CDCgov, @HHSGov, and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health, our Economy, and our Nation!"
"465",465,2,0,2,FALSE,"2020-03-04 23:43:30+00:00","Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!"
"466",466,0,5,-5,FALSE,"2020-03-04 20:06:11+00:00","Pandering Mini Mike Bloomberg, along with his wacky friend, Tom Steyer, have found out the hard way that you can’t buy the election! They both wish they had it to do over again!"
"467",467,8,1,7,FALSE,"2020-03-04 19:30:11+00:00","Today, it was my great honor to address the @LatinoCoalition Legislative Summit. With the hard work, love & devotion of millions of incredible Hispanic-Americans, our Country is thriving, our people are prospering, and our future has never looked brighter!"
"468",468,2,5,-3,FALSE,"2020-03-04 16:06:04+00:00","Mini Mike, “Three months ago I entered the race for President to defeat Donald Trump, (and I failed miserably!)."
"469",469,0,9,-9,FALSE,"2020-03-04 15:57:08+00:00","Mini Mike Bloomberg will now FIRE Tim O’Brien, and all of the fools and truly dumb people who got him into this MESS. This has been the worst, and most embarrassing, experience of his life...and now on to Sleepy Joe!"
"470",470,1,5,-4,FALSE,"2020-03-04 15:40:01+00:00","Mini Mike Bloomberg just “quit” the race for President. I could have told him long ago that he didn’t have what it takes, and he would have saved himself a billion dollars, the real cost. Now he will pour money into Sleepy Joe’s campaign, hoping to save face. It won’t work!"
"471",471,1,6,-5,TRUE,"2020-03-04 15:32:30+00:00","The Mayor of Los Angeles, @ericgarcetti, is dealing with us trying to get the Federal Government to fix the terrible problem he and the Dems have caused with the homeless, and the horrendous effects it is having on the City, which is a mess. I then watch him talk “trash” on me!"
"472",472,7,2,5,FALSE,"2020-03-04 15:21:44+00:00","Wow! If Elizabeth Warren wasn’t in the race, Bernie Sanders would have EASILY won Massachusetts, Minnesota and Texas, not to mention various other states. Our modern day Pocahontas won’t go down in history as a winner, but she may very well go down as the all time great SPOILER!"
"473",473,3,2,1,FALSE,"2020-03-04 14:56:01+00:00","The great people of Montana can have no better VOICE than Senator @SteveDaines. He is doing an incredible job! Whoever the Democrat nominee may be, please understand that I will be working hard with Steve all the way, & last night I was 20 for 20 (per @GOPLeader). WE NEED STEVE!"
"474",474,4,0,4,FALSE,"2020-03-04 14:20:44+00:00","I will be going to the Great State of Tennessee on Friday. The USA stands with the people of Tennessee 100%, whatever they need! The tornadoes were of record size & velocity. God bless your loved ones & all of the families affected! Thanks to @GovBillLee & @MarshaBlackburn"
"475",475,4,0,4,FALSE,"2020-03-04 12:48:23+00:00","MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!!!!"
"476",476,2,5,-3,FALSE,"2020-03-04 12:31:24+00:00","This is what happens to someone who loyally gets appointed Attorney General of the United States & then doesn’t have the wisdom or courage to stare down & end the phony Russia Witch Hunt. Recuses himself on FIRST DAY in office, and the Mueller Scam begins!"
"477",477,2,4,-2,FALSE,"2020-03-04 12:12:29+00:00","So selfish for Elizabeth Warren to stay in the race. She has Zero chance of even coming close to winning, but hurts Bernie badly. So much for their wonderful liberal friendship. Will he ever speak to her again? She cost him Massachusetts (and came in third), he shouldn’t!"
"478",478,3,10,-7,FALSE,"2020-03-04 11:52:25+00:00","The Democrat establishment came together and crushed Bernie Sanders, AGAIN! Even the fact that Elizabeth Warren stayed in the race was devastating to Bernie and allowed Sleepy Joe to unthinkably win Massachusetts. It was a perfect storm, with many good states remaining for Joe!"
"479",479,2,0,2,FALSE,"2020-03-04 05:59:06+00:00","THANK YOU CALIFORNIA! #KAG2020"
"480",480,2,0,2,FALSE,"2020-03-04 05:58:38+00:00","THANK YOU UTAH! #KAG2020"
"481",481,1,0,1,FALSE,"2020-03-04 03:39:34+00:00","But they really knew who was going to win!"
"482",482,3,4,-1,FALSE,"2020-03-04 03:35:16+00:00","Elizabeth “Pocahontas” Warren, other than Mini Mike, was the loser of the night. She didn’t even come close to winning her home state of Massachusetts. Well, now she can just sit back with her husband and have a nice cold beer!"
"483",483,1,9,-8,FALSE,"2020-03-04 03:23:58+00:00","The biggest loser tonight, by far, is Mini Mike Bloomberg. His “political” consultants took him for a ride. 700 million washed down the drain, and he got nothing for it but the nickname Mini Mike, and the complete destruction of his reputation. Way to go Mike!"
"484",484,2,0,2,FALSE,"2020-03-04 03:11:35+00:00","THANK YOU ARKANSAS! #KAG2020"
"485",485,2,0,2,FALSE,"2020-03-04 03:10:59+00:00","THANK YOU MINNESOTA! #KAG2020"
"486",486,2,0,2,FALSE,"2020-03-04 02:50:25+00:00","THANK YOU COLORADO! #KAG2020"
"487",487,2,0,2,FALSE,"2020-03-04 02:06:45+00:00","THANK YOU TEXAS! #KAG2020"
"488",488,2,0,2,FALSE,"2020-03-04 01:40:50+00:00","THANK YOU MAINE! #KAG2020"
"489",489,2,0,2,FALSE,"2020-03-04 01:30:01+00:00","THANK YOU TENNESSEE! #KAG2020"
"490",490,2,0,2,FALSE,"2020-03-04 01:28:58+00:00","THANK YOU MASSACHUSETTS! #KAG2020"
"491",491,2,0,2,FALSE,"2020-03-04 01:27:22+00:00","THANK YOU OKLAHOMA! #KAG2020"
"492",492,2,0,2,FALSE,"2020-03-04 01:26:57+00:00","THANK YOU ALABAMA! #KAG2020"
"493",493,2,0,2,FALSE,"2020-03-04 00:55:21+00:00","THANK YOU NORTH CAROLINA! #KAG2020"
"494",494,2,0,2,FALSE,"2020-03-04 00:54:49+00:00","THANK YOU VERMONT! #KAG2020"
"495",495,4,0,4,TRUE,"2020-03-03 23:18:04+00:00","The National Institutes of Health is home to some of the greatest doctors, scientists, and researchers in the world. Thank you for all your doing @NIH, keep up the great work! https://twitter.com/WhiteHouse/status/1234928714053369856"
"496",496,2,1,1,FALSE,"2020-03-03 21:10:46+00:00","I am calling on Congress to send me a Bill that fully and permanently funds the LWCF and restores our National Parks. When I sign it into law, it will be HISTORIC for our beautiful public lands. ALL thanks to @SenCoryGardner and @SteveDaines, two GREAT Conservative Leaders!"
"497",497,3,1,2,FALSE,"2020-03-03 18:30:37+00:00","I commend the hard work of Senator @SteveDaines and @SenCoryGardner in protecting funding for the Land and Water Conservation Fund for years to come. The citizens of Montana and Colorado thank you both!"
"498",498,0,0,0,FALSE,"2020-03-03 17:34:28+00:00","#PrayForNashville"
"499",499,6,0,6,FALSE,"2020-03-03 17:30:01+00:00","It was my great honor to address the National Association of Counties Legislative Conference where 1,200 County Leaders whose incredible devotion, talent, and drive directly and profoundly improve the lives of millions of Americans each and every day."
"500",500,6,0,6,TRUE,"2020-03-03 15:51:43+00:00","The Federal Reserve is cutting but must further ease and, most importantly, come into line with other countries/competitors. We are not playing on a level field. Not fair to USA. It is finally time for the Federal Reserve to LEAD. More easing and cutting!"
"501",501,1,2,-1,TRUE,"2020-03-03 14:49:00+00:00","Prayers for all of those affected by the devastating tornadoes in Tennessee. We will continue to monitor the developments. The Federal Government is with you all of the way during this difficult time."
"502",502,1,5,-4,FALSE,"2020-03-03 14:30:27+00:00","Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a choker!"
"503",503,3,0,3,FALSE,"2020-03-03 14:00:33+00:00","New book by @charliekirk11, already number 1, “The MAGA Doctrine”. Really great, SUPPORT CHARLIE KIRK. Buy now!"
"504",504,0,0,0,FALSE,"2020-03-03 13:30:21+00:00","Go Admiral Ronny!"
"505",505,0,7,-7,FALSE,"2020-03-03 13:24:48+00:00","Texas & Oklahoma: Mini Mike Bloomberg will kill your drilling, fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!"
"506",506,5,3,2,TRUE,"2020-03-03 06:34:02+00:00","....paying higher rates than many others, when we should be paying less. Tough on our exporters and puts the USA at a competitive disadvantage. Must be the other way around. Should ease and cut rate big. Jerome Powell led Federal Reserve has called it wrong from day one. Sad!"
"507",507,3,1,2,TRUE,"2020-03-03 06:34:02+00:00","Australia’s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China’s Coronavirus situation and slowdown. They reduced to 0.5%, a record low. Other countries are doing the same thing, if not more so. Our Federal Reserve has us...."
"508",508,5,0,5,FALSE,"2020-03-03 04:41:26+00:00","Thank you @JackBrewerBSI. We’re with you all the way. The American people know what’s going on, they totally get it. Watch what happens in November 2020! Thank you for your continued support. Together, we are going to KEEP AMERICA GREAT! #BlackVoicesforTrump"
"509",509,1,2,-1,FALSE,"2020-03-03 04:23:55+00:00","WOW! Sleepy Joe doesn’t know where he is, or what he’s doing. Honestly, I don’t think he even knows what office he's running for!"
"510",510,2,1,1,FALSE,"2020-03-03 04:17:15+00:00","The Democrats in the House should propose a very simple one year Payroll Tax cut. Great for the middle class, great for the USA!"
"511",511,0,0,0,FALSE,"2020-03-03 04:03:59+00:00",""
"512",512,8,1,7,FALSE,"2020-03-03 01:52:34+00:00","This is an incredible time for our nation—we are in the midst of the Great American Comeback! Jobs are booming, incomes are soaring, poverty is plummeting, confidence is surging, and we have completely rebuilt the awesome power of the U.S. Military. PROMISES MADE, PROMISES KEPT!"
"513",513,10,0,10,FALSE,"2020-03-03 01:34:50+00:00","I was thrilled to be back in the Great city of Charlotte, North Carolina with thousands of hardworking American Patriots who love our Country, cherish our values, respect our laws, and always put AMERICA FIRST! Thank you for a wonderful evening!! #KAG2020"
"514",514,0,0,0,FALSE,"2020-03-03 01:24:53+00:00",""
"515",515,3,0,3,FALSE,"2020-03-02 23:06:03+00:00","WOW! Thank you, just landed, see everyone soon! #KAG2020 "
"516",516,1,0,1,FALSE,"2020-03-02 21:47:49+00:00","Departing for the Great State of North Carolina!"
"517",517,0,1,-1,FALSE,"2020-03-02 21:32:54+00:00","They are staging a coup against Bernie!"
"518",518,1,0,1,FALSE,"2020-03-02 19:55:40+00:00","THANK YOU!"
"519",519,6,1,5,FALSE,"2020-03-02 19:55:07+00:00","Michelle @FischbachMN7 is running for Congress in Minnesota. Michelle will protect the unborn, is Strong on Crime & Borders, Cutting Taxes, your #2A, Loves our Military, Vets, & will stand w/ our Great Farmers. Michelle has my Complete & Total Endorsement!"
"520",520,6,1,5,FALSE,"2020-03-02 19:51:43+00:00","Congresswoman Kay @GrangerCampaign has worked hard for Texas and been a strong supporter of our #MAGA Agenda. She’s strong on #2A and Securing our Border and is 100% pro-life. Kay has my Complete and Total Endorsement!"
"521",521,6,0,6,FALSE,"2020-03-02 19:48:04+00:00","THANK YOU @BillCassidy for all of your support with our #MAGA Agenda. You are doing an outstanding job representing the people of Louisiana & the U.S.A. You have my Complete and Total Endorsement! #KAG2020"
"522",522,3,3,0,FALSE,"2020-03-02 17:01:23+00:00","The only people in favor of Mini Mike continuing with his hapless campaign are me and his political consultants, who are getting richer and richer by the day!"
"523",523,4,7,-3,FALSE,"2020-03-02 16:43:33+00:00",".@FoxNews is working hard pushing the Radical Left, Do Nothing Democrats. They want to be, unlike their competitors, @CNN & MSDNC (Comcast), Fair & Balanced. When will they ever learn. The Radical Left never even gave @FoxNews permission to partake in their low rated debates!"
"524",524,2,1,1,FALSE,"2020-03-02 15:16:34+00:00","....competitive disadvantage. We should be leading, not following!"
"525",525,2,2,0,TRUE,"2020-03-02 15:16:33+00:00","As usual, Jay Powell and the Federal Reserve are slow to act. Germany and others are pumping money into their economies. Other Central Banks are much more aggressive. The U.S. should have, for all of the right reasons, the lowest Rate. We don’t, putting us at a....."
"526",526,4,1,3,FALSE,"2020-03-02 14:19:23+00:00","Jack Welch, former Chairman and CEO of GE, a business legend, has died. There was no corporate leader like “neutron” Jack. He was my friend and supporter. We made wonderful deals together. He will never be forgotten. My warmest sympathies to his wonderful wife & family!"
"527",527,4,7,-3,FALSE,"2020-03-02 12:55:20+00:00","I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm & vigilant!"
