,DateTime,Text
661,2020-02-21 15:24:28+00:00,"IF OUR FORMALLY TARGETED FARMERS NEED ADDITIONAL AID UNTIL SUCH TIME AS THE TRADE DEALS WITH CHINA, MEXICO, CANADA AND OTHERS FULLY KICK IN, THAT AID WILL BE PROVIDED BY THE FEDERAL GOVERNMENT, PAID FOR OUT OF THE MASSIVE TARIFF MONEY COMING INTO THE USA!"
662,2020-02-21 06:20:02+00:00,“She should never have been on that jury. Everything about this stinks.” @JudgeJeanine @seanhannity @FoxNews
663,2020-02-21 06:16:27+00:00,"Great Rally In Colorado. Thank you, will be back soon!"
664,2020-02-21 03:51:19+00:00,"Thank you to our great US Ambassador to Germany, @RichardGrenell, for stepping in to serve as acting DNI. I will be nominating a terrific candidate for the job very soon. Stay tuned!"
665,2020-02-21 02:19:49+00:00,"I was thrilled to be back in Colorado Springs tonight, beneath the majestic peaks of the Rocky Mountains, with thousands of terrific, hardworking American Patriots. With your help, this November, we are going to defeat the Radical Socialist Dems, and we are going to WIN Colorado!"
666,2020-02-20 23:35:11+00:00,"Wow, thank you — on my way!!"
667,2020-02-20 23:32:22+00:00,"Just arrived in Colorado, see everyone soon!"
668,2020-02-20 21:53:28+00:00,"Could somebody at @foxnews please explain to Trump hater A.B. Stoddard (zero talent!) and @TeamCavuto, that I won every one of my debates, from beginning to end. Check the polls taken immediately after the debates. The debates got me elected. Must be Fox Board Member Paul Ryan!"
669,2020-02-20 21:10:09+00:00,"It was my great honor to deliver the commencement address at the @LVMPD’s Hope for Prisoners Graduation Ceremony today, where we reaffirmed that America is a nation that believes in REDEMPTION!"
670,2020-02-20 18:24:04+00:00,“The real winner last night was Donald Trump.” Mini Mike Bloomberg. I agree!
671,2020-02-20 18:18:01+00:00,“The decision not to prosecute Andy McCabe is utterly inexplicable.” @Judgenap @HARRISFAULKNER @FoxNews
672,2020-02-20 17:13:42+00:00,"“I don’t think there’s any chance whatsoever of Senator Sanders defeating President Trump.” Mini Mike Bloomberg. Mini, there’s even less chance, especially after watching your debate performance last night, of you winning the Democrat nomination...But I hope you do!"
673,2020-02-20 15:29:18+00:00,"John Kerry and Senator Chris Murphy grossly violated the Logan Act with respect to Iran. If a Republican did what they did, there would be very serious ramifications!"
674,2020-02-20 15:22:15+00:00,"“They say Roger Stone lied to Congress.” @CNN OH, I see, but so did Comey (and he also leaked classified information, for which almost everyone, other than Crooked Hillary Clinton, goes to jail for a long time), and so did Andy McCabe, who also lied to the FBI! FAIRNESS?"
675,2020-02-20 13:35:20+00:00,A really great moment!
676,2020-02-20 13:27:52+00:00,"This is the REAL Mini Mike. He admitted, many times, that he is “a fan of Donald Trump. He’s a New York ICON.” Thank you Mike!"
677,2020-02-20 12:37:26+00:00,".@JRubinBlogger (Jennifer Rubin), the wacko “conservative” of the @washingtonpost, must learn how to spell the name Bloomberg before it is too late &amp; he is gone!"
678,2020-02-20 06:52:00+00:00,
679,2020-02-20 06:19:56+00:00,"Mini Mike Bloomberg’s debate performance tonight was perhaps the worst in the history of debates, and there have been some really bad ones. He was stumbling, bumbling and grossly incompetent. If this doesn’t knock him out of the race, nothing will. Not so easy to do what I did!"
680,2020-02-20 06:18:24+00:00,"Thank you Arizona! With your help, your devotion, and your drive, we are going to keep on working, we are going to keep on fighting, and we are going to keep ON WINNING! America is thriving like never before, and the BEST IS YET TO COME!"
681,2020-02-20 06:02:57+00:00,“What has happened to Roger Stone should never happen to anyone in our Country again.” @TuckerCarlson @FoxNews
682,2020-02-20 04:40:26+00:00,
683,2020-02-20 04:32:58+00:00,"The Democrat party is the party of high taxes, high crime, open borders, late-term abortion, socialism, blatant corruption, and the total destruction of your Second Amendment. The Republican Party is the party of the American Worker, the American Family, and the American Dream!"
684,2020-02-20 04:14:24+00:00,"A beautiful evening in Phoenix, Arizona with Great American Patriots. THANK YOU!"
685,2020-02-20 01:28:42+00:00,Wow!
686,2020-02-20 00:25:48+00:00,"....for the wonderful job he has done, and we look forward to working with him closely, perhaps in another capacity within the Administration!"
687,2020-02-20 00:25:47+00:00,"I am pleased to announce that our highly respected Ambassador to Germany, @RichardGrenell, will become the Acting Director of National Intelligence. Rick has represented our Country exceedingly well and I look forward to working with him. I would like to thank Joe Maguire...."
688,2020-02-20 00:17:07+00:00,"I AM ON MY WAY, SEE YOU SOON!"
689,2020-02-19 23:58:28+00:00,"Heading to Arizona, big rally and big crowd! #MAGA #KAG2020"
690,2020-02-19 17:46:02+00:00,"Rod Blagojevich did not sell the Senate seat. He served 8 years in prison, with many remaining. He paid a big price. Another Comey and gang deal! Thank you to @LisaMarieBoothe who really “gets” what’s going on! @FoxNews"
691,2020-02-19 17:10:06+00:00,"Internal REAL Polls show I am beating all of the Dem candidates. The Fake News Polls (here we go again, just like 2016) show losing or tied. Their polls will be proven corrupt on November 3rd, just like the Fake News is corrupt!"
692,2020-02-19 15:51:35+00:00,"I would like to thank John Rood for his service to our Country, and wish him well in his future endeavors!"
693,2020-02-19 15:42:44+00:00,"Highest Stock Market In History, By Far!"
694,2020-02-19 14:54:43+00:00,"Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is, that he doesn’t respect our great farmers, or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?"
695,2020-02-19 14:45:38+00:00,Kerry & Murphy illegally violated the Logan Act. This is why Iran is not making a deal. Must be dealt with strongly!
696,2020-02-19 14:23:56+00:00,"There must be JUSTICE. This can never happen to a President, or our Country, again!"
697,2020-02-19 00:13:03+00:00,Congratulations to Eddie DeBartolo Jr. and your wonderful family of friends!
698,2020-02-18 22:37:14+00:00,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do?"
699,2020-02-18 22:37:07+00:00,THANK YOU! #MAGA #KAG2020
700,2020-02-18 22:25:05+00:00,"I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!"
701,2020-02-18 22:00:10+00:00,"Mini Mike. No, I would rather run against you!"
702,2020-02-18 20:51:54+00:00,".....Mini is illegally buying the Democrat Nomination. They are taking it away from Bernie again. Mini Mike, Major Party Nominations are not for sale! Good luck in the debate tomorrow night and remember, no standing on boxes!"
703,2020-02-18 20:51:53+00:00,"What Mini Mike is doing is nothing less than a large scale illegal campaign contribution. He is “spreading” money all over the place, only to have recipients of his cash payments, many former opponents, happily joining or supporting his campaign. Isn’t that called a payoff? ....."
704,2020-02-18 20:35:03+00:00,"Chris Jacobs will be a great Congressman who will always fight for the people of New York. He supports our #MAGA Agenda, will continue to Secure Our Border, Loves our Military, Vets, and is Strong on the #2A. Chris has my Complete Endorsement for the Special Election on 4/28!"
705,2020-02-18 20:20:34+00:00,"The Mayor’s efforts to shield illegal aliens endangers the lives of the public and law enforcement who have to go into the field to apprehend those released. He shouldn’t be urging illegals to beat the system, he should be urging them to safely turn themselves in!"
706,2020-02-18 15:31:34+00:00,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.” @Judgenap (Andrew Napolitano) @foxandfriends"
707,2020-02-18 15:31:34+00:00,.....existence of these tweets in which you were so harshly negative about the President & the people who support him. Don’t you think we wanted to know that before we put you on this jury.’ Pretty obvious he should (get a new trial). I think almost any judge in the Country.....
708,2020-02-18 15:31:33+00:00,"“Judge Jackson now has a request for a new trial based on the unambiguous & self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, you’re a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the...."
709,2020-02-18 15:29:43+00:00,....THE UNITED STATES IS OPEN FOR BUSINESS!
710,2020-02-18 15:29:43+00:00,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses..."
711,2020-02-18 15:29:43+00:00,"....product and goods to China and other countries. That’s what trade is all about. We don’t want to make it impossible to do business with us. That will only mean that orders will go to someplace else. As an example, I want China to buy our jet engines, the best in the World...."
712,2020-02-18 15:29:42+00:00,"The United States cannot, & will not, become such a difficult place to deal with in terms of foreign countries buying our product, including for the always used National Security excuse, that our companies will be forced to leave in order to remain competitive. We want to sell..."
713,2020-02-18 14:01:11+00:00,"The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie, AGAIN! Watch what happens to the Super Delegates in Round Two. A Rigged Convention!"
714,2020-02-18 13:14:22+00:00,....BUT MAYBE I STILL WILL. WITCH HUNT!
715,2020-02-18 13:14:21+00:00,"....badly tainted and, in my opinion, should be thrown out. Even Mueller’s statement to Congress that he did not see me to become the FBI Director (again), has been proven false. The whole deal was a total SCAM. If I wasn’t President, I’d be suing everyone all over the place..."
716,2020-02-18 13:14:20+00:00,"These were Mueller prosecutors, and the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things. Everything having to do with this fraudulent investigation is..."
717,2020-02-18 12:58:28+00:00,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.” @Judgenap (Andrew Napolitano) @foxandfriends"
718,2020-02-18 12:58:28+00:00,.....existence of these tweets in which you were so harshly negative about the President & the people who support him. Don’t you think we wanted to know that before we put you on this jury.’ Pretty obvious he should (get a new trial). I think almost any judge in the Country.....
719,2020-02-18 12:58:27+00:00,"“Judge Jackson now has a request for a new trial based on the unambiguous & self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, your a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the....."
720,2020-02-18 04:01:47+00:00,Thank you Clint!
721,2020-02-18 03:12:01+00:00,"Praying for Ryan Newman, a great and brave @NASCAR driver! #PrayingForRyan"
722,2020-02-17 23:40:30+00:00,"....ever. Had to rebuild our military, which was totally depleted. Fed Rate UP, taxes and regulations WAY DOWN. If Dems won in 2016, the USA would be in big economic (Depression?) & military trouble right now. THE BEST IS YET TO COME. KEEP AMERICA GREAT!"
723,2020-02-17 23:40:29+00:00,"Did you hear the latest con job? President Obama is now trying to take credit for the Economic Boom taking place under the Trump Administration. He had the WEAKEST recovery since the Great Depression, despite Zero Fed Rate & MASSIVE quantitative easing. NOW, best jobs numbers...."
724,2020-02-17 21:32:39+00:00,
725,2020-02-17 21:25:46+00:00,Completion of the Daytona 500 on Fox Network now. Enjoy!
726,2020-02-17 15:13:28+00:00,"“They tried to Impeach the President eight times before this last Impeachment trial that we went through. In Arizona, people are tired of their obstruction, their investigations, and their Impeachments. They want them to get to work.” @SenMcSallyAZ @foxandfriends Thanks Martha"
727,2020-02-17 14:16:21+00:00,HAPPY PRESIDENT’S DAY!
728,2020-02-17 00:42:04+00:00,#DAYTONA500
729,2020-02-16 17:11:48+00:00,"Last week the Fake News said that a section of our powerful, under construction, Southern Border Wall “fell over”, trying to make it sound terrible, except the reason was that the concrete foundation was just poured & soaking wet when big winds kicked in. Quickly fixed “forever”."
730,2020-02-16 15:25:00+00:00,Getting ready to go to the Daytona 500. Will be GREAT!
731,2020-02-15 22:40:44+00:00,"Thank you to @JackBrewerBSI for your kind words on the great progress we have made on our powerful African-American Agenda. For one, lowest unemployment numbers in USA history. Many other great records! @foxandfriends @FoxNews"
732,2020-02-15 22:36:03+00:00,BIG PROGRESS!
733,2020-02-15 22:35:26+00:00,"Remember, will be at Daytona 500 tomorrow!"
734,2020-02-15 22:30:49+00:00,"Years ago the Democrats had the money to build the Wall, but they didn’t have any idea how to get it done. I am building it bigger and better than ever thought possible!"
735,2020-02-15 22:13:18+00:00,Thank you David!
736,2020-02-15 14:39:43+00:00,IG report on Andrew McCabe: Misled Investigators over roll in news media disclosure...Lacked Candor (Lied) on four separate occasions...Authotized Media Leaks to advance personal interests...IG RECOMMENDED MCCABE’S FIRING. @FoxNews @IngrahamAngle
737,2020-02-15 13:04:23+00:00,".....biggest test of his presidency emboldened, ready to claim exoneration, and take his case of grievance, persecution and resentment to the campaign trail.” Peter Baker @nytimes The Greatest Witch Hunt In American History!"
738,2020-02-15 13:04:20+00:00,"“Ralph Waldo Emerson seemed to foresee the lesson of the Senate Impeachment Trial of President Trump. ‘When you strike at the King, Emerson famously said, “you must kill him.’ Mr. Trump’s foes struck at him but did not take him down. A triumphant Mr.Trump emerges from the....."
739,2020-02-15 12:22:31+00:00,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!"
740,2020-02-14 23:57:33+00:00,Nice!
741,2020-02-14 23:38:35+00:00,"Great honor, I think? Mark Zuckerberg recently stated that “Donald J. Trump is Number 1 on Facebook. Number 2 is Prime Minister Modi of India.” Actually, I am going to India in two weeks. Looking forward to it!"
742,2020-02-14 22:44:23+00:00,".@LouieGohmertTX1 is a Fantastic Republican from the Great State of Texas! He fully supports our #MAGA and #KAG Agenda, Border WALL, Military, Vets, and your Second Amendment. Louie is my friend and has my Complete and Total Endorsement!"
743,2020-02-14 22:40:55+00:00,"I look forward to attending the Daytona 500 on Sunday with lots of my great friends from Florida, including the France family and @RepMichaelWaltz from #FL6. See you there, good luck to everyone! @NASCAR @SenRickScott @marcorubio @GovRonDeSantis"
744,2020-02-14 22:31:12+00:00,"Thank you Arnold, very nice."
745,2020-02-14 22:30:05+00:00,"....Today, @FLOTUS and I encourage all Americans to cherish and honor the memory of those we have lost through acts of love and service. We will hold Parkland forever in our hearts."
746,2020-02-14 22:30:05+00:00,"It has been two years since the tragedy in Parkland. We will always mourn the innocent lives taken from us – 14 wonderful students and 3 terrific educators. Earlier this week, I met with families whose experiences from that horrible day still pierce the soul...."
747,2020-02-14 22:16:22+00:00,".@TomMcClintock is a strong Conservative Leader who will always fight for the people of California. He fully supports our #MAGA Agenda, will continue to Secure Our Border, Loves our Military &amp; Vets, &amp; is Strong on the #2A. Tom has my Complete Endorsement!"
748,2020-02-14 22:01:09+00:00,".@JodeyArrington from the Great State of Texas has been an incredible supporter of our #MAGA Agenda. Jodey fully supports Securing our Border w/ the WALL, he Loves our Military &amp; Vets, and is Strong on the #2A. Jodey has my Complete and Total Endorsement!"
749,2020-02-14 22:00:27+00:00,".@MoInTheHouse Brooks is running for Congress in the Great State of Alabama. He is a huge supporter of the #MAGA Agenda. Mo fully supports Securing our Border w/the WALL, he Loves our Military &amp; Vets, &amp; is Strong on the #2A. Mo has my Complete Endorsement! https://secure.winred.com/mobrooks/donate"
750,2020-02-14 21:58:08+00:00,"“The Greatest name in politics,” Patrick @McHenryCampaign from the Great State of North Carolina, is a Conservative Fighter and a true Leader who ALWAYS supports our #MAGA Agenda. Patrick has my Complete and Total Endorsement!"
751,2020-02-14 20:41:01+00:00,Thank you to the beautiful country of Cambodia for accepting the @CarnivalCruise ship Westerdam into your port. The United States will remember your courtesy! @MickyArison
752,2020-02-14 15:33:02+00:00,"It is happening again to Crazy Bernie, just like last time, only far more obvious. They are taking the Democrat Nomination away from him, and there’s very little he can do. A Rigged System!"
753,2020-02-14 15:26:37+00:00,95% Approval Rating in the Republican Party. Thank you!
754,2020-02-14 15:25:18+00:00,"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted against the Impeachment Hoax. @SenCapito was all in (a great person). I was told by many that Manchin was just a puppet for Schumer &amp; Pelosi. That’s what he is!"
755,2020-02-14 15:25:17+00:00,"I was very surprised & disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s totally partisan Impeachment Hoax. No President has done more for the great people of West Virginia than me (Pensions), and that will...."
756,2020-02-14 15:20:28+00:00,"“President Trump, with smart policies, has done more to help the Black community than any President in the modern era.” @IngrahamAngle @FoxNews"
757,2020-02-14 13:33:56+00:00,"“The President has never asked me to do anything in a criminal case.” A.G. Barr This doesn’t mean that I do not have, as President, the legal right to do so, I do, but I have so far chosen not to!"
758,2020-02-13 18:30:30+00:00,"I’m seeing Governor Cuomo today at The White House. He must understand that National Security far exceeds politics. New York must stop all of its unnecessary lawsuits & harrassment, start cleaning itself up, and lowering taxes. Build relationships, but don’t bring Fredo!"
759,2020-02-13 16:04:35+00:00,"....which he actually has a military and legal obligation to do. His incredible wife, Karen, who I have a lot of respect for, once pulled me aside & said strongly that “John respects you greatly. When we are no longer here, he will only speak well of you.” Wrong!"
760,2020-02-13 16:04:34+00:00,"When I terminated John Kelly, which I couldn’t do fast enough, he knew full well that he was way over his head. Being Chief of Staff just wasn’t for him. He came in with a bang, went out with a whimper, but like so many X’s, he misses the action & just can’t keep his mouth shut,."
761,2020-02-13 14:10:08+00:00,DRAIN THE SWAMP! We want bad people out of our government!
762,2020-02-13 13:23:07+00:00,"Mini Mike is a 5’4” mass of dead energy who does not want to be on the debate stage with these professional politicians. No boxes please. He hates Crazy Bernie and will, with enough money, possibly stop him. Bernie’s people will go nuts!"
763,2020-02-13 13:13:09+00:00,"Mini Mike Bloomberg is a LOSER who has money but can’t debate and has zero presence, you will see. He reminds me of a tiny version of Jeb “Low Energy” Bush, but Jeb has more political skill and has treated the Black community much better than Mini!"
764,2020-02-13 13:00:17+00:00,“Deven Nunes predicts that more examples of Mueller team misconduct will be revealed in coming weeks.” @seanhannity @FoxNews
765,2020-02-13 12:57:26+00:00,"Now it looks like the fore person in the jury, in the Roger Stone case, had significant bias. Add that to everything else, and this is not looking good for the “Justice” Department. @foxandfriends @FoxNews"
766,2020-02-12 22:18:58+00:00,GREAT NEWS! #KAG2020 
767,2020-02-12 21:33:13+00:00,".@ClaudiaTenney is a fantastic candidate running in New York, where she was a Great member of Congress. She is Strong on Crime, Borders, Cutting Taxes, your #2A, and she Loves our Military and Vets. Claudia has my Complete and Total Endorsement!"
768,2020-02-12 21:29:03+00:00,".@NMalliotakis is running for Congress in NY, I know her well, we need her to defeat Max Rose, who voted for Impeachment! Nicole is Strong on Crime &amp; Borders, #2A, Cutting Taxes, &amp; she Loves our Military &amp; Vets. Nicole has my Complete &amp; Total Endorsement!"
769,2020-02-12 21:25:14+00:00,".@MattForMontana Rosendale is a Strong &amp; Conservative fighter for Montana. Matt stands w/ our Brave Veterans, Loves our Military, and he will continue working to Secure our Border. Matt will NEVER let our #2A go unprotected. Matt has my Total Endorsement!"
770,2020-02-12 21:20:10+00:00,".@WesleyHuntTX is running for Congress in the Great State of Texas. He will help us accomplish our America First policies. Wesley is strong on Crime, the Border, our 2nd Amendment, Trade, Military and Vets. Wesley has my Complete and Total Endorsement!"
771,2020-02-12 21:18:56+00:00,".@AugustPfluger is a Great Veteran and Strong Leader for Texas where he is running for Congress. He will protect your #2A, fight for our Farmers, Oil/Gas Workers, and he supports our #MAGA &amp; #KAG Agenda. August has my Complete and Total Endorsement!"
772,2020-02-12 21:18:16+00:00,".@BethVanDuyne did Great things as Mayor of Irving, Texas, with my Administration. She is a Strong Conservative who supports Border Security, Loves our Military, Vets, and supports your #2A. Beth has my Full Endorsement for Congress!"
773,2020-02-12 21:14:09+00:00,".@JayObernolte of California is running for Congress in 2020. Jay will help me to continue securing the Southern Border, he Loves our GREAT Law Enforcement Officers, Military, Vets, and he will protect your #2A. Jay has my Complete and Total Endorsement!"
774,2020-02-12 21:13:20+00:00,"Ending surprise medical billing moving ahead in Congress! Thanks to Ways & Means and Education/Labor Committees for your work on Bills to protect patients and end medical bill ripoffs! Work with Energy & Commerce, HELP committees to send BIPARTISAN bill to my desk!"
775,2020-02-12 18:32:12+00:00,"....If my hands were tied, Iran would have a field day. Sends a very bad signal. The Democrats are only doing this as an attempt to embarrass the Republican Party. Don’t let it happen!"
776,2020-02-12 18:32:11+00:00,It is very important for our Country’s SECURITY that the United States Senate not vote for the Iran War Powers Resolution. We are doing very well with Iran and this is not the time to show weakness. Americans overwhelmingly support our attack on terrorist Soleimani....
777,2020-02-12 15:09:49+00:00,
778,2020-02-12 14:46:14+00:00,".@dagenmcdowell, “Every Democrat is running to raise taxes. She (Pocahontas) lied about her ethnicity, that was her problem.” @MariaBartiromo So true Dagen!"
779,2020-02-12 12:06:23+00:00,"Two months in jail for a Swamp Creature, yet 9 years recommended for Roger Stone (who was not even working for the Trump Campaign). Gee, that sounds very fair! Rogue prosecutors maybe? The Swamp! @foxandfriends @TuckerCarlson"
780,2020-02-12 11:53:00+00:00,Congratulations to Attorney General Bill Barr for taking charge of a case that was totally out of control and perhaps should not have even been brought. Evidence now clearly shows that the Mueller Scam was improperly brought & tainted. Even Bob Mueller lied to Congress!
781,2020-02-12 11:35:54+00:00,Fake News @CNN and MSDNC have not surprisingly refused to talk about my record setting number of voters in New Hampshire (and in Iowa). That’s why they are poorly rated Fake News! I will win both states in November.
782,2020-02-12 04:45:44+00:00,"The Fake News Media is looking hard for the Big Democrat Story, but there is nothing too fabulous. Wouldn’t a big story be that I got more New Hampshire Primary Votes than any incumbent president, in either party, in the history of that Great State? Not an insignificant fact!"
783,2020-02-12 04:06:21+00:00,Thank you Brad!
784,2020-02-12 03:58:44+00:00,Prosecutorial Misconduct?
785,2020-02-12 03:23:07+00:00,Bootedgeedge (Buttigieg) is doing pretty well tonight. Giving Crazy Bernie a run for his money. Very interesting!
786,2020-02-12 03:02:28+00:00,A very bad night for Mini Mike!
787,2020-02-12 02:47:39+00:00,"A lot of Democrat dropouts tonight, very low political I.Q."
788,2020-02-12 02:45:15+00:00,"Who are the four prosecutors (Mueller people?) who cut and ran after being exposed for recommending a ridiculous 9 year prison sentence to a man that got caught up in an investigation that was illegal, the Mueller Scam, and shouldn’t ever even have started? 13 Angry Democrats?"
789,2020-02-12 02:34:14+00:00,"Impeachment King Steyer (how did that work out?) spent 200 Million Dollars and got less than 1% of the vote in Iowa, and only 3% of the Vote in New Hampshire. Could it be that something is just plain missing? Not easy to do what I did, is it?"
790,2020-02-12 02:21:27+00:00,"Elizabeth Warren, sometimes referred to as Pocahontas, is having a really bad night. I think she is sending signals that she wants out. Calling for unity is her way of getting there, going home, and having a “nice cold beer” with her husband!"
791,2020-02-12 02:09:26+00:00,"Whatever happened to Hillary campaign manager Podesta’s BROTHER? Wasn’t he caught, forced to leave his firm, with BIG BAD things to happen? Why did nothing ever happen to him, only to the “other” side?"
792,2020-02-12 01:59:37+00:00,...And a swamp creature with “pull” was just sentenced to two months in jail for a similar thing that they want Stone to serve 9 years for. A phony Mueller Witch Hunt disgrace. Caught!
793,2020-02-12 01:47:10+00:00,"Is this the Judge that put Paul Manafort in SOLITARY CONFINEMENT, something that not even mobster Al Capone had to endure? How did she treat Crooked Hillary Clinton? Just asking!"
794,2020-02-12 01:40:33+00:00,All starting to unravel with the ridiculous 9 year sentence recommendation!
795,2020-02-11 16:39:59+00:00,"When Jerome Powell started his testimony today, the Dow was up 125, & heading higher. As he spoke it drifted steadily downward, as usual, and is now at -15. Germany & other countries get paid to borrow money. We are more prime, but Fed Rate is too high, Dollar tough on exports."
796,2020-02-11 15:49:53+00:00,"New Stock Market RECORD. Congratulations, spend your money wisely. KEEP AMERICA GREAT!!!!!"
797,2020-02-11 13:43:27+00:00,Great being in New Hampshire last night. I would say that was the biggest political Rally in New Hampshire history. Incredible evening!
798,2020-02-11 13:35:27+00:00,BEST USA ECONOMY IN HISTORY!
799,2020-02-11 06:48:27+00:00,"This is a horrible and very unfair situation. The real crimes were on the other side, as nothing happens to them. Cannot allow this miscarriage of justice!"
800,2020-02-11 06:32:05+00:00,Just returned to White House from Dover. Very sad!
801,2020-02-11 06:21:33+00:00,Nice conflict. Brown dropped out of presidential race FAST. Polled at ZERO!
802,2020-02-11 05:57:24+00:00,Disgraceful!
803,2020-02-11 05:55:04+00:00,Should never happen to another President!
804,2020-02-11 01:22:57+00:00,TOUGH GUYS FOR TRUMP!
805,2020-02-11 01:21:22+00:00,THANK YOU NEW HAMPSHIRE!
806,2020-02-10 20:24:24+00:00,“A lot of people feel defeated...Trump always wins. It seems like nothing can stop him.” Danny Villazon @nytimes @DanaPerino @FoxNews But isn’t that what you want from your President?
807,2020-02-10 19:59:10+00:00,Wall Street Journal Editorial: “She (Crazy Nancy) aimed at Trump and hit Uncle Joe.”
808,2020-02-10 14:28:42+00:00,Meeting with U.S. Governors in a short while. All States are doing well. “Thank you Mr. President.”
809,2020-02-10 14:25:20+00:00,"Thank you to @mirandadevine of the New York Post for your interesting (and correct) column today. “Trump has gained 20 points since Impeachment began in October. He gets 67% on economy. Nonwhite approval of Trump is also at a high: 28%, up 10 points in a year. Nice one, Nancy.”"
810,2020-02-10 13:14:45+00:00,"Hope the Fake News, which never discusses it, is talking about the big crowds forming for my New Hampshire Rally tonight. They won’t!"
811,2020-02-10 12:37:42+00:00,"Because of how badly they did with the Impeachment Hoax, AOC will primary Cryin’ Chuck Schumer, and win, and Jerry Nadler has a good chance of losing to his far left primary opponent! It is all getting quite interesting. Pelosi will lose the House, AGAIN! My poll numbers great."
812,2020-02-10 11:47:57+00:00,"95% Approval Rating in the Republican Party, a Record! 53% overall (plus add 9 points?). Corrupt Democrat politicians have brought me to highest polling numbers ever with the Impeachment Hoax. Thank you Nancy!"
813,2020-02-10 11:28:32+00:00,"Will be in Manchester, New Hampshire, tonight for a big Rally. Want to shake up the Dems a little bit - they have a really boring deal going on. Still waiting for the Iowa results, votes were fried. Big crowds in Manchester!"
814,2020-02-09 19:56:18+00:00,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!"
815,2020-02-09 19:54:48+00:00,DRAIN THE SWAMP!
816,2020-02-09 19:52:34+00:00,"....This is the biggest political crime in American History, by far. SIMPLY PUT, THE PARTY IN POWER ILLEGALLY SPIED ON MY CAMPAIGN, BOTH BEFORE AND AFTER THE ELECTION, IN ORDER TO CHANGE OR NULLIFY THE RESULTS OF THE ELECTION. IT CONTINUED ON WITH THE IMPEACHMENT HOAX. Terrible!"
817,2020-02-09 19:52:32+00:00,"FBI Director Christopher Wray just admitted that the FISA Warrants and Survailence of my campaign were illegal. So was the Fake Dossier. THEREFORE, THE WHOLE SCAM INVESTIGATION, THE MUELLER REPORT AND EVERYTHING ELSE FOR THREE YEARS, WAS A FIXED HOAX. WHO PAYS THE PRICE?...."
818,2020-02-09 19:38:41+00:00,"So good to see that Republicans will be winning the Great State of Alabama Senate Seat back, now that lightweight Senator @DougJones cast a partisan vote for the Impeachment Hoax. Thought his boss, Cryin’ Chuck, would have forced him to vote against the Hoax. A Do Nothing Stiff!"
819,2020-02-09 19:20:03+00:00,".@LarrySabato is much better at giving you the answer after everything is finished and the final result is in, than he is at telling you what is going to happen because, in fact, he doesn’t have a clue!"
820,2020-02-09 19:09:19+00:00,"Sabato got it all wrong last time, never came close to understanding the Trump Voter. Actually it’s simple, MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!"
821,2020-02-09 17:52:27+00:00,"It’s all turning, and fast! MVP Heckler."
822,2020-02-09 17:48:21+00:00,"“They (Conservatives) thought the merits of the Impeachment case were weak, and therefore his (Romney’s) judgement is questioned.” @MZHemingway @HowardKurtz @FoxNews"
823,2020-02-09 16:04:57+00:00,"They are really mad at Senator Joe Munchkin in West Virginia. He couldn’t understand the Transcripts. Romney could, but didn’t want to!"
824,2020-02-09 15:58:52+00:00,"Romney hurt some very good Republican Senators, and he was wrong about the Impeachment Hoax. No clue!"
825,2020-02-09 15:51:20+00:00,Yes!!!!!
826,2020-02-09 15:43:24+00:00,This is so true!
827,2020-02-09 15:42:23+00:00,This will never get old!
828,2020-02-09 15:31:14+00:00,"DeFace the Nation will tell @LindseyGrahamSC that he must start up Judiciary and not stop until the job is done. Clean up D.C. now, last chance!"
829,2020-02-09 15:18:09+00:00,"I grew up in New York City and, over many years, got to watch how GREAT NYC’s “Finest” are. Now, because of weak leadership at Governor & Mayor, stand away (water thrown at them) regulations, and lack of support, our wonderful NYC police are under assault. Stop this now!"
